type,text
Spam,ESSENTIALS & OPHELIA এর সকল শোরুমে ন্যূনতম ৩০০০ টাকার পন্য ক্রয় করলেই পাচ্ছেন মেম্বারশিপ কার্ড! যে কার্ডে উপভোগ করবেন আজীবন 10% ছাড়!
Spam,"ডিম🥚৳৫৯!
হিমসাগর🥭 ৳৭৯/KG!
মাল্টা🍊৳১২৯/KG!

Chaldal.com/top-items"
Spam,"সুস্বাদু হিমসাগর ও ল্যাংড়া আম 🥭 গিফট বক্স!

Chaldal.com/fresh-fruit"
Spam,"পবিত্র ঈদকে সামনে রেখে আপনার প্রিমিয়াম লাইফস্টাইল ব্র্যান্ড স্ট্রাইপে চলছে ""স্ট্রাইপ ঈদ ফেস্ট"", পাচ্ছেন ২০% পর্যন্ত ছাড়! আজই শপিং করুন www.stripe.clothing থেকে।"
Ham, হল আপনার Google যাচাইকরণ কোড৷
Ham,"শুভ জন্মদিন নানী.. অনেক অনেক ভাল থাক, সুস্থ থাক.. ভালবাসা রইল.. 
শ্রাবন্তী..  "
Spam,"ইসলামী ব্যাংক আপনার সেবায় এখন চট্টগ্রামের টেরিবাজারে,আপনি আমন্ত্রিত।
StopAd? SMS SWRL to 21242"
Ham,তোর ফোন বন্ধ। কোন সমস্যা?
Spam,আজ আড়ং এর বর্ষপূর্তি উপলক্ষে চলছে বিশাল ডিস্কাউন্ট। লুকে নিন সব আকর্ষণীয় উপহার। নিচের লিংকটি ক্লিক করে জিতে নিন এখনই। 
Spam,ভালোবাসার রঙে জীবন সাজাতে ডায়াল করুন *213*29363# চার্জ ৳২.৬৭/দিন।
Spam,প্রিয়জনকে ভালবাসি বলতে ডায়াল করুন *213*1533# চার্জ ৳২.৬৭/দিন
Spam,প্রিয়জনদের খুশী করার টিপস পেতে ডায়াল *213*1468# চার্জ ৳২.৬৭/দিন
Spam,জিতে নিন আই ফোন। এখনই এই লিংকে ক্লিক করে জেনে নিন বিস্তারিত 
Spam,অভিনন্দন।  আপনি বিকাশের নিয়মিত ব্যবহারকারী হিসেবে বিকাশের স্পেশাল কাস্টমার হিসেবে নির্বাচিত হয়েছেন। আপনি বিকাশ থেকে পেতে যাচ্ছেন দুই লক্ষ টাকা । জানতে এখনই ডায়াল করুন 
Spam,‘‘১২ মে আন্তর্জাতিক নার্স দিবস। এবারের প্রতিপাদ্য-আমাদের নার্সঃ আমাদের ভবিষ্যৎ”।
Spam,“বস্ত্র অধিদপ্তরাধীন সরকারি টেক্সটাইল ইঞ্জিনিয়ারিং কলেজসমূহে বি.এসসি. ইন টেক্সটাইল ইঞ্জিনিয়ারিং কোর্সে অনলাইনে শিক্ষার্থীদের ভর্তির আবেদন গ্রহণ চলছে” বিস্তারিত www.dot.gov.bd
Spam,থ্যালাসেমিয়া রোগ  থেকে বাঁচতে বিয়ের আগে রক্ত পরীক্ষা করিয়ে নিন । রোগী ও বাহক কিংবা বাহকে বাহকে বিয়ে নয়-বাংলাদেশ থ্যালাসেমিয়া সমিতি।
Spam,ডিলে মরটিন অ্যারোসল৳২৫৯বিফ৳৭৯৯চাল৳৫৬🎁কোডঃ FNT&Cchdl.co/vYWZmxri
Spam,অফার! অফার!! অফার!!! আজ আড়ং এর ২০ বছর পুর্তি উপলক্ষে স্পেশাল অফার। লিংক্টিতে ক্লিক করুন এবং বুঝে নিন আকর্ষণীয় পুরষ্কার। 
Spam,ডিলে টয়লেট ক্লিনার ৳৬৯৳ ৯৯+ বাজারে ৫টি গিফটঃ WR T&C chdl.co/1k37U8dp
Spam,১০জিবি+১০০মিনিট+৫০SMS@২০৯ টাকা/৩০ দিন; অফার পেতে ডায়াল করুন*১১১*১০৭#
Spam,৩৫০মিনিট+২জিবি+২০SMS@২২৪ টাকা /৩০ দিন; অফার পেতে ডায়াল করুন*১১১*১০৮#
Spam,বিকাশ অ্যাপ থেকে নিজ নাম্বারে ৳৬০ রিচার্জ করলেই ৳২০ ক্যাশব্যাক! TCA
Spam,কুইক লোনে রেজিস্ট্রেশন করতে ডায়াল *8811*005# এবং জরুরী মুহূর্তে নিশ্চিন্তে পেয়ে যান লোন
Spam,"২৬জিবি ৩০৯টাকা,মেয়াদ আনলিমিটেড।অফার পেতে ৩০৯টাকা রিচার্জ/ডায়াল*১১১*৩০৯#"
Spam,"২৭ জুন ‌আন্তর্জাতিক এমএসএমই দিবস। মাইক্রো, ক্ষুদ্র ও মাঝারি শিল্পের পৃষ্ঠপোষকতা করে ২০৪১ সালের মধ্যে একটি উন্নত সমৃদ্ধ দেশ গঠনে অবদান রাখুন। এসএমই ফাউন্ডেশন, শিল্প মন্ত্রণালয়।"
Spam,বাংলাদেশ বিমান বাহিনীতে ৮৯ বাফা কোর্সে অফিসার ক্যাডেট নিয়োগ চলছে। বিস্তারিতঃ https://joinairforce.baf.mil.bd
Spam,"আসুন পরিচ্ছন্ন চট্টগ্রাম গড়ি।
ঈদ মোবারক
মোঃ রেজাউল করিম চৌং
মেয়র, চসিক
StopAd? SMS WHVK to 21242"
Spam,*213*18389# ডায়াল করে জানুন সেলস/মার্কেটিং চাকুরীর খবর  চার্জ ২.৬৭ টাকা/দিন
Spam,"৩৫৳ পিয়াজ কিনতে ডাউনলোড করুন
ln.run/F-3-w
ফ্রি ডেলিভারী 
প্রথম বার"
Spam,ঈদের আগেই GKK লাইফ চেক করে অর্ডার করুন। বিস্তারিত/অপ্টআউট ১৬৬২৭-TCA* 
Spam,এই ঈদে সবার জন্য পিওরইট RO তে চলছে ২৫০০৳ ছাড়! বিস্তারিত/অপ্টআউট ১৬৬২৭*
Spam,"বিটিআরসি অফিস এখন নতুন ঠিকানায় নিজস্ব ভবনে, প্লট: ই-৫/এ, আগারগাঁও প্রশাসনিক এলাকা, শেরে-বাংলা নগর, ঢাকা-১২০৭"
Spam,"প্রিয় গ্রাহক, আপনার এলাকায় রবি 4.5G ইন্টারনেট এখন আরও বেশি শক্তিশালী। আজই এক্সপেরিয়েন্স করুন দ্রুত গতির ইন্টারনেট।। আকর্ষণীয় সব অফার কিনতে ডায়াল করুন *৮৮৮#। কোনো মতামত বা অভিযোগ জানাতে ব্যবহার করুন মাই রবি অ্যাপ https://cutt.ly/Vwqu8c6C"
Spam,ঈদ মোবারক! নিউ হিমাচল ট্রাভেলসের  ঢাকা-নাটোর-রাজশাহী-ঢাকা রুটের ঈদের টিকেট এখন অনলাইনে পাওয়া যাচ্ছে। টিকেট ক্রয় করতে ক্লিক করুন : newhimachaltravels.com অথবা bdtickets.com কল: ১৬৪৬০
Spam,"দারাজে ঈদ উৎসবে ফ্রি ডেলিভারি🚚💨 সাথে আছে বিকাশে ৳২৫০ ক্যাশব্যাক, মিস্ট্রি বক্স ও হট ডিলস > ক্লিক https://click.daraz.com.bd/e/_C69OCr"
Spam,"ঈদ কেনাকাটা হোক এবার ডায়মন্ড ওয়ার্ল্ডের সাথে, উপভোগ করুন ডায়মন্ড গহনায় ২৫% ও গোল্ড মজুরীতে বিশাল ছাড়। ০১৭১৩১৯৯২৭০"
Spam,দারাজে ৳২৫০ বিকাশ ক্যাশব্যাক🥳ঈদ উৎসব🎁মিস্ট্রি বক্স+হট ডিলস > ক্লিক https://click.daraz.com.bd/e/_CY8qr9
Spam,ESSENTIALS ও Ophelia এ চলছে নির্দিষ্ট পণ্যে ৫০% ছাড়! এক্ষুনি চলে আসুন৷
Spam,মি. নূরের মত ২০২৩ ইনটেকে কানাডাতে যাবেন যেভাবে https://gic.im/noor/
Spam,Morning! আজ ২০২৩ এর লাস্ট ইনটেকে প্রসেস শুরু করতে 3pm-5pm এর মাঝে আমাদের অফিস ভিসিট করুন: https://gic.im/ec - GIC Edu
Spam," up to ১৭,০০০CAD স্কলারশিপে ২০২৩ এর শেষ ইনটেকে apply করতে ৩ জুন 3pm-5pm এর মাঝে আমাদের Free counselling সেশনে জয়েন করুন https://gic.im/ec"
Spam,"অভিনন্দন। আপনি বছরজুড়ে ফ্রি সর্বোচ্চ২৬জিবি পাবেন, সাথে ১ম ৩মাস BINGE সাবসক্রিপশন ফ্রি। অফারটি পেতে ৩০মিনিট পরে ডায়াল *২১২৯১*২১#"
Spam,"আপনার ইবিএল ক্রেডিট এবং ডেবিট কার্ডে সর্বনিম্ন ১০০০ টাকা QR ট্রান্সাকশনে উপভোগ করুন ১৫% ক্যাশব্যাক, সর্বোচ্চ ৫০০ টাকা, ৩০ জুন ২০২৩ পর্যন্ত।"
Spam,এই ঈদে সেরা অফারে মোবাইল কিনুন Pickaboo থেকে! https://cutt.ly/Awttr5dc
Ham,ইবিএল থেকে কার্ডের PIN নম্বর ৪ থেকে ৬ সংখ্যায় উন্নীত/পরিবর্তন সংক্রান্ত ফোন কল করা হয় না। এ ধরনের প্রতারণামূলক ফোন কল থেকে সতর্ক থাকুন।
Spam,"চাল৳৬০
ডিম৳১৪৯
চিনি৳১৪০
মাল্টা৳২২৯
🎁গিফট কোড:C2
T&C
chdl.co/yk708WVj"
Spam,"সাশ্রয়ে বাজার!
চাল৳৬০
আলু৳৩৯
মুরগী৳২৬৯
🎁কোড: 5L
T&C
chdl.co/VLp4o1wx"
Spam,"সাশ্রয়ে ঈদ বাজার🌙
৫লি রূপচাঁদা তেল ৳৮৯৯
কোড: 1W
T&C
chdl.co/81klM2yX"
Spam,"Lotto প্রিমিয়াম কোয়ালিটি লোফার সুজ, দারাজে এখন ৫৭% ডিস্কাউন্টে ডেলিভারি চার্জসহ মাত্র ৩১২টাকায়, অর্ডার করার জন্য নিচের লিংকে ক্লিক করুন-👇"
Spam,"অস্থির বাজারে, স্বস্তির অফার 🥰😇

(৭৬ টাকায় ১ কেজি আলু,১ কেজি পিয়াজ,১/২ কেজি শশা🔥 বিকাশ ক্যাশব্যাক এরপর)

ঢাকার জন্য👇

আধাকেজি শশা মাত্র ১১ টাকা 😱 https://click.daraz.com.bd/e/_CZIXHP


১ কেজি আলু ১৯ টাকা ~
https://click.daraz.com.bd/e/_CWi1F3

১ কেজি পেয়াজ ২৯ টাকা ~
https://click.daraz.com.bd/e/_CXOOXX

❄️❄ডেলিভারি চার্জ ফ্ল্যাট ২৫ টাকা।

💥পেয়াজ বর্তমান বাজার মুল্য ৭০-৮০৳ টাকা 
💥আলু বর্তমান বাজার মুল্য ৪০ টাকা
💥বিকাশ ১০% ক্যাশব্যাক তো  আছেই
(৭৬ টাকায় ১ কেজি আলু, ১ কেজি পিয়াজ আর আধাকেজি শশা ৩ টি আইটেম এক সাথে  অর্ডার করুন বাজারমূল্য থেকে অনেক কম দামে)"
Spam,"কোপ দেন ৫০% অফে এয়ার ফ্রেশনার - 

https://click.daraz.com.bd/e/_CUvX0N

🍁2 টা Add To Cart করে অর্ডার দিলে আরো  ৪০ টাকা  ডিসকাউন্ট পাবেন। ১৫% ভাউচার কালেক্ট করে নিবেন।   বিকাশ পেমেন্টে ১০% ক্যাশব্যাক  তো আছেই।"
Spam,"১৪ টাকায় ২৩ মিনিট, ৩ দিন(২৪ ঘন্টায় একবার)। অফার পেতে ১৪ টাকা রিচার্জ করুন।"
Spam,💢অর্ডার করার আগে অবশ্যই ডিস্কাউন্ট ভাউচার কালেক্ট করে নিবেন তাহলে এ দামে পাবেন।
Spam,"গরমে আরাম করে পরতে পারবেন এমন কয়েকটি কিমোনো দেখে নিন এই পোস্টে। সাইজ এভেলেবল আছে। স্টক শেষ হওয়ার আগেই অর্ডার কনফার্ম করে ফেলুন। 

আমাদের শোরুম এর ঠিকানাঃ
পান্থপথ, স্কয়ার হাসপাতাল এর উল্টো দিকে, সুন্দরম প্লাজা, ২য় তলা,ঢাকা, বাংলাদেশ
শোরুম খোলা সপ্তাহে প্রতিদিন, সকাল ১১টা থেকে রাত ৮ টা পর্যন্ত।

অনলাইনে অর্ডারের ক্ষেত্রে স্ক্রিনশট নিয়ে পেইজে ইনবক্স করুন দিন বা রাতের যে কোনো সময়। আমাদের ম্যাসেজ রিপ্লাই টাইম সকাল ৯টা থেকে সন্ধ্যা ৬টা। Saturday- Thursday

#abayaandgown #kimono #koti #borkha #khimar #gown #kurti #hijab #modesty #comfortP"
Spam,আকর্ষণীয় পুরষ্কার জিততে নিচের লিংকে ক্লিক করুন
Spam,"আপনি জিতেছেন ৫০,০০০ টাকার লটারি। রেজিষ্ট্রেশন করতে ২০০ টাকা বিকাশ করুন এই নাম্বারে"
Ham,এখান থেকেও পড়তে পারেন বই থেকেও পড়তে পারেন
Ham,বইয়েও আছে পাইপ লাইনের পারফরম্যান্স টা
Ham,আপনাদের যেটা সুবিধা লাগে পড়েন
Ham,না ম্যাম।
Ham,তাড়াতাড়ি এসে ঠিক করে দাও না হয় ফেইল আসবে
Ham,তোমাদের মধ্যে একজন ল্যাব কার্ডে নাম লিখ নাই
Ham,স্টুডেন্ট না গেলে টিচাররা ক্যাম্পাসে কষ্ট করে এসে কি করবেন
Ham,এমনিতে Fee ২৫০ টাকা।
Ham,না দিলেও সমস্যা নাই।
Ham,"তোমরা যদি ক্লাসে আসো আমাকে জানাইও
আমার সকালে কিছু কাজ আছে
তোমরা যদি ক্লাস না কর আমি একটু লেইট করে যাব কালকে
সো কালকে ক্লাস করতে চাইলে আমাকে বলে দাও
আর যদি না কর সেটাও বলে দাও"
Ham,আমি ঈদের আগে লাস্টদিন অফিস থেকে আসার সময় রিস্কা সহ উল্টায় পড়ে গেসি।গাড়ির ধাক্কায়।আল্লাহ অনেক বড় এক্সিডেন্ট থেকে মাফ করসে আমাকে।
Ham,আল্লাহর কাছে প্রত্যেকটা মুহুর্তে আমাদের শুকরিয়া আদায় করা উচিৎ।
Ham,কেমন জানি খুব খারাপ লাগতেসে আমার
Spam,নগদের নতুন গ্রাহক হিসেবে আপনাকে অভিনন্দন। নগদে নতুন গ্রাহকদের দেওয়া হচ্ছে অনেক অনেক আকর্ষণীয় গিফট। রেজিষ্ট্রেশন করতে আপনার নাম ও পাসওয়ার্ড লিখে এই নাম্বারে পাঠিয়ে দিন। যত তাড়াতাড়ি রেজিষ্ট্রেশন তত তাড়াতাড়ি পুরষ্কার। এই সুযোগ সীমিত সময়ের জন্য। 
Spam,"আজই শেষ দিন! ৭৫মিনিট  ৪৫টাকা (৩০দিন), ডায়াল *১২১*৫১০১#"
Spam,"আজই শেষ দিন! ৩৫জিবি+৮০০মিনিট-৬০০টাকা-৩০দিন(বোনাসসহ), নিতে *১২১*৫২৬২# বা mygp.li/a8"
Spam,সীমিত সময়ের অফার! ৪০জিবি (বোনাসসহ) ৫০০টাকা ৩০দিন।ডায়াল *১২১*৫০৪৯# বা mygp.li/mo
Spam,গ্রামীণফোনে রিচার্জ এখন খুবই সহজ। ক্লিক https://gp.mygp.li/lt
Spam,৭০টি টিভি চ্যানেল দেখুন সম্পূর্ণ ফ্রি cutt.ly/ewuSZMvR
Spam,সীমিত সময়ের অফার! এই নাম্বারে ৫০ টাকা বিকাশ করে লটারি কিনুন আর জিতে নিন আকর্ষণীয় পুরষ্কার। 
Spam,"৯৯+BOGO
মাসের বাজারে
ফ্রি অফার সাথে উপহার
কোডঃJ6
T&C
chdl.co/b_zW7r8b"
Spam,আজ শেষ দিন! বিকাশ অ্যাপ থেকে নিজ নাম্বারে ৳৬০ রিচার্জে ৳২০ ক্যাশব্যাক!
Spam,"৩০জিবি ৩৪৪ টাকা, ৩০দিন। অফার পেতে ৩৪৪ টাকা রিচার্জ/ডায়াল করুন*১১১*৩৪৪#"
Spam,"৪৭৭ মিনিট, ৩০ দিন। অফার পেতে ২৮৭ টাকা রিচার্জ/ডায়াল করুন করুন*১১১*২৮৭#"
Ham,আম্মা অনেক ধৈর্যশীল মহিলা বলে পালতে পারসে।আমার মত সেকেন্ড কোনো কপি হইলে তো আমি পাগল হয়ে যাব।
Ham,এর আগেরটা কেউ ফিলাপ করে নাই
Ham,তোদের ফ্রেন্ডদেরকে বল
Ham,"আরশি জীবনে গাড়িতে ঠেলা, কোলে নিয়ে হাটা ছাড়া ঘুমাতো না।  আমি ছড়া বলতে বলতে মুখে ফেনা আসা টাইপ অবস্থা হতো এই বেটি তখনো বলেই যেত 'মিম্মি এটা বলো! ঐতা! ' 😐"
Ham,সে যে কি কি চুপচাপ খেয়াল করে ফেলে অনেকসময় আমরাও পরে যখন আমাদেরকে বলে তারপর বুঝতে পারি
Ham,আমার নামটা বাচ্চাদের মুখস্ত করার জন্য কঠিন।ওরে ইজি করে নাম বল।
Ham,পাওয়া গেলে ২ কার্ল্প্রিটকে।পরেরবার দেখা হইলে ওরে সরি বলবি তোরা দুইটা।😅
Ham,আমি বললে তো বলত আপু বলসে।
Ham,আমার মেয়ে বলতেসে কতগুলা আন্টি বলসে সামাহা তোমার মেয়ে কি ধরতেসে দেখো। বেড়াতে গেলে কিছু ধরলে এরকম বলে কেউ
Ham,আমি তোদের ছবি দেখার জন্য বসে ছিলাম সেই বিকেল থেকে।।। দেখে শান্তি লাগতেছে।🥰  চট্টগ্রামে থাকলে মিস হতো না আমার।
Ham,এমনে রেজাল্ট খারাপ করলে বকা দিসে।কেন লিখতে পারি নাই?!বা ভুল কেন করসি এটা জিজ্ঞাসা করসে।কিন্তু ওমুক এত নাম্বার পাইসে।তুমি কেন ওমুকের মত নাম্বার আনতে পার নাই এটা বলে নাই।এতটুকু শিখাইসে যে আমার কম্পিটিটর আমি নিজে।অন্য কেউ না।হয় আমি আমাকে জিতাবো নাহয় আমি আমাকে হারায় দিব।হার জিত দুইটাই আমার হবে।অন্য কারো হবে না।'
Ham,"নানু, আর আসমার মা উনি করতেসে যে..."
Ham,"পুরা ঘর টা বুঝছেন...একদম ডাস্টবিন হই গেসে...
আজকে এক দফা করসে পরিষ্কার.. কালকে আবার করবে"
Ham,আজ পৃথিবীর সবচেয়ে সুখী মানুষ মনে হচ্ছে আমাকে ।তার জন্য আল্লাহর কাছে শুকরিয়া ।
Spam,আজ শেষ দিন! দারাজ অ্যাপ থেকে কেনাকাটা করলে পাবেন ১০% ডিস্কাউন্ট।
Spam,রিভিউ শেয়ার করে জিতুন আকর্ষণীয় গিফট 
Spam,আপনি কি ভুলে গেছেন আমাদের! দারাজ অ্যাপ থেকে কেনাকাটা করলে পাবেন ১০% ডিস্কাউন্ট। তাড়াতাড়ি লুফে নিন! আমরা আছি আপনার অপেক্ষায়। 
Spam,stylish কামিজ কিনুন একদম সাশ্রয়ী দামে। পছন্দের পণ্য কিনতে হবে এই অফারেই।
Spam,জলদি জলদি অর্ডার করুন পছন্দের জুতা স্টকে থাকতেই
Spam,যখন আছেন budget deal এর সাথে অর্ডার করে ফেলুন আপনার পছন্দের পণ্যগুলো 
Spam,স্টক সীমিত। তাড়াতাড়ি অর্ডার করুন আপনার পছন্দের জামা।
Spam,and free shipping এই অফারেই কিনে নিন পছন্দের সব পণ্য
Spam,stylish জুতা কিনে নিন একদম সাশ্রয়ী দামে
Spam,সময় থাকতেই পছন্দের জিনিস কিনে নিন। এমন অফার কিন্তু বার বার আসে না।
Spam,দেরি না করে জলদি জলদি লুফে নিন
Ham,বিবাহিত জীবন সুখের হোক
Ham,আলহামদুলিল্লাহ
Ham,২০২৩ বিশ্বকাপ এর সর্বোচ্চ রান স্কোরার তামিম হবে ইনশা আল্লাহ
Ham,"বিশ্বাস করেন আর না করেন,বাচ্চা লালন পালনের ক্ষেত্রে মার চাইতে মাসিদের দরদ বেশী থাকে।"
Ham,50k টাকা ইনভেস্ট করে কি বিজনেস করা যায়? সবার মতামত যানতে যাচ্ছি। যেখানে আমার লাভ কম হলেও লস হবে না।
Ham,কম পুঁজিতে টাকা ইনকাম করার কিছু কৌশল এবং রিস্ক আপনাকে নিতে হবে।
Ham,বিজনেস এ লাভ লোকসান হবেই এইটা মেনে নিয়েই বিজনেস এ আসতে হবে
Ham,"যেহেতু অলরেডি অনলাইন বিজনেস করছেন ই টাকাগুলা জমা রাখেন,একটা মিনিমাম এমাউন্ট করার জন্য।এরপর আপনি যে সেক্টরে অনলাইন বিজনেস রান করছেন ওটা অফলাইনে আউটলেট দিতে পারবেন।"
Ham,আমিও জানতে চাই।আমার বেবিরা এখনো ফিডারেই জল খাচ্ছে।কিভাবে এটা বন্ধ করবো বুঝতে পারছিনা
Ham,ভালো উদ্যোগ।
Ham,গরুর গোশত খেতে ইচ্ছে করছে
Ham,তামিমের অবসর ঘোষণার সাথে করুণ হিন্দি গানের তিন লাইন ব্যাকগ্রাউন্ড মিউজিক হিসেবে দেয়া ভিডিওগুলো কী রেডি হইছে!
Ham,"স্কুল, কলেজে এমন কয়েক হাজার পডকাস্ট করে ফেলেছি
~ আত্মসমর্পণ"
Ham,মা ছাড়া কেউ কোনও দিন কয়নাই - কী খাবি? কী রানবো?
Ham,"টাকা লাগবে?  মা রে ফোন। জুতা ছিঁড়ে গেছে?  মা রে ফোন। মন খারাপ? মা রে ফোন। মেজাজ খারাপ? মা রে ফোন। চশমা হারায় গেছে?  মা রে ফোন।  আমার মাঝে মাঝে মনে হয় আল্লা তো স্বরূপে দুনিয়ায় বিরাজ করেনা, তাই আমার জগতে তার হয়ে আমার মা রে পাঠাইছে।"
Ham,আর কতোদিন ঝুলে থাকবে? সর্বোচ্চ টেস্ট খেলতে পারতো এই ফিটনেস নিয়ে
Ham,"ভালোবেসে, সখী, নিভৃতে যতনে
আমার নামটি লিখো-- তোমার
মনের মন্দিরে।"
Ham,"জনগণের সাথে এভাবে দেমাগ দেখিয়ে,বাজেভাবে আচরণ করতেও বাধেনা তাদের। কে কি করবে তাকে??? সেই ক্ষমতা আছে কারো????????"
Ham,স্মার্ট কার্ড রেডি হয়ে আছে বিগত ৫ বছর আগে অথচ আজকে আনতে গেলে বলে আগামী সপ্তাহে আসেন??
Ham,খূঁজে বের করতে অনেক সময় লাগে??
Spam,আপনি জিতেছেন এক লক্ষ টাকার লটারি 
Spam,অর্ডার করুন জলদি জলদি। আপনি পাবেন ৫০০ কয়েন অর্ডার করলেই
Spam,যত জলদি রেজিষ্ট্রেশন তত জলদি অফার
Spam,খরচ হবে বাজেটের মধ্যেই। এমন অফার কি মিস করা যায়?
Spam,নিজের যত্ন নিন। স্কিনকেয়ার পণ্য কিনুন বাজেটের মধ্যেই। 
Spam,আড়ং এ চলছে আকর্ষণীয় অফার। তারিখের মধ্যে কেনাকাটা করে পান ২০% পর্যন্ত ফ্ল্যাট ডিস্কাউন্ট
Ham,বাচ্চার ব্যবহৃত কাঁথার ব্যবহার শেষ হয়ে গেলে সেগুলো কি করেন বা কিভাবে Recycle করা যায়
Spam,lotto তে চলছে 50% পর্যন্ত ফ্ল্যাট ডিস্কাউন্ট। বিস্তারিত জানতে আজই ভিজিট করুন
Spam,"ঢাকা গাউন্ডসেল এ স্বাগতম, আপনি জেনে আনন্দিত হবেন আমরা বাȁায় নতুন শো-রুম খুলেছি। এলখােন আপনারা
পাচ্ছেন 75% পযর্ন্ত ছাড়। আজই ঘুরে আসুন আমােদর শোরুম থেকে । "
Ham,"বর বলেছে, ""পাহাড়ের রাণী """
Ham,"আজ ১০টি বছর, পাপা তুমি নেই।"
Ham,এভাবে কি স্মার্ট বাংলাদেশের স্বপ্ন দেখা সম্ভব
Ham,"আল্লাহ আমার ভাই সহ সকল মুদ্দারকে জান্নাতবাসী করেন,আমিন।"
Ham,বাংলাদেশ ক্রিকেটের এক কিংবদন্তির বিদায়
Ham,"আমি মেঘ ছুড়ে দেই তোমারও আকাশে,,"
Ham,বুঝে নিও তুমি এই আমাকে ..
Ham,মাহমুদউল্লাহ ভাই আপনিও একটা সংবাদ সম্মেলনের ডাক দিয়া হাল্কা কান্নাকাটি করে ফেলেন।
Ham,কাজে দিয়া দিতেও পারে। তিনি আবার কারো কান্না সহ্য করতে পারেন না!
Ham,"""তাকওয়ার অধিকারী লোকদের ধন-সম্পদের মালিক হওয়াতে কোনো দোষ নেই।"""
Ham,
Ham,স্রষ্টার সৃষ্টি কত সুন্দর । প্রশংসা একমাত্র তারই।
Ham,ইদ মোবারক
Ham,"আপেল, মাল্টা বাড়িতে রেখে দিলে ৩-৪ মাসেও কেন কিছু হয়না? বিস্তারিতঃ- কিন্তু বাংলাদেশ কৃষি গবেষণা কাউন্সিলের পরিচালক কৃষিবিজ্ঞানী ড. মোহাম্মদ মনিরুল ইসলাম ডয়চে ভেলেকে বলেন, ‘‘ওই সিদ্ধান্ত ভুল ছিল৷ ফল-মূল এবং শাক-সবজি ফরমালিন দিয়ে সংরক্ষণ করা যায় না৷ আর সংরক্ষণের কোনো প্রমাণও পাওয়া যায়নি, যা হয়েছে তা ভ্রান্তি ছাড়া আর কিছুই নয়৷'' তিনি বলেন, ‘‘ফল মূল, শাক-সবজি এগুলো হলো ফাইবার৷ এখানে ফরমালিন দেয়ার কোনো সুযোগই নেই৷ কেউ যদি না বুঝে দেয়ও, তাহলেও কোনো কাজে আসবে না৷ সংরক্ষণে কোনো ভূমিকা রাখবে না৷ কারণ, এখানে কোনো প্রোটিন নেই৷ আমাদের দেশের মানুষের মধ্যে ব্যাপকভাবে ধারণা যে, ফল-মূল, শাক-সবজিতে ফরমালিন দেয়া হয়৷ এটা দুর্ভাগ্যজনক৷'' তিনি বলেন, ‘‘আমদানি করা আপেলে এক ধরনের এডিবল প্যারাফিন দেয়া হয়৷ এটা খাওয়ার যোগ্য৷ আমরা আপেল খাওয়ার পর এটা আবার একইভাবে বেরিয়ে আসবে৷ ফল-মূলে ৪০ ভাগ পানি থাকে৷ প্রতিদিন ওজন কমে ৫ থেকে ১০ গ্রাম৷ এখন একটি আপেলের প্রতিদিন যদি ৫ গ্রাম ওজন কমে তাহলে নিউজিল্যান্ড, অস্ট্রেলিয়া, ব্রাজিল থেকে আপেল আসতে সময় লাগে ২১ দিন, আসতে আসতেই হাড্ডিসার হয়ে যাবে৷ কেউ কিনবে না৷ আপনি-আমি যে আপেল খাই, অ্যামেরিকার প্রেসিডেন্ট ট্রাম্পও সেই একই আপেল খান৷ বিদেশে গেলে একটা আপেল, একটা মাল্টা নিয়ে আসবেন, দেড় বছরে কিছু হবে না৷ এটা হলো সায়েন্স৷ এটা এডিবল প্যারাফিন দিয়ে করা হয়৷ এখন ফলের খোসা দিয়ে কোটিং তৈরি করা হয়৷ আবার স্টিকার বের হয়েছে, যা ফলের ওপরে লাগানো থাকে, ওই রকম স্টিকার, যা দিয়ে আমের লাইফ দুই সপ্তাহ বাড়ানো যায়৷ এখানে বিভ্রান্ত হওয়ার কোনো সুযোগ নেই৷''"
Ham,আমি জানিনা
Ham,"রাস্তার মেয়ে নাকি তোরা,,, জলদি চলে আসো"
Ham,জাস্ট ৪ টায় বলে বলে এখনো কেউ যদি আসতো!!!!
Ham,আয় তোরা
Ham,আমি ফিনলে তে আছি
Ham,আমি সবার আগে আসছি
Ham,জলদি চলে আসো
Ham,এই পেট পেট বৃষ্টিতে কি করতাম
Ham,আমি বের হচ্ছি
Ham,আসতেছিস তোরা?
Ham,ইন শা আল্লাহ
Ham,"তাহলে রাতে যাইতে পারবা,সাহসী আছে"
Ham,হালিয়ার হতা হইদ্দে
Ham,বিকেলে চলে যাইও
Ham,"তোমরা এতগুলা কথা বললে,,,, ,,,,,একটা মেসেজ পিন পোস্ট করে রাখো,,,, যাতে আমরা সেটা দেখে আগাইতে পারি"
Ham,"আমি বলি শোন,তোমরা গরমে বের হও মানে শনিবার সকালে"
Ham,এরপর কেচ্ছু বললে মাইর খাবি
Ham,যা তোদের জ্বালায় ডিপি চেইঞ্জ করলাম
Ham,আমি কি ডিপি দিছিলাম সেটাই তো মনে নাই
Ham,প্লেস ঠিক করছস?
Ham,আমি তো বিকেলে পারবো যে
